Created file at epoch: 1136
(Timestamp: 729786) Temperature Readings: [-1.94, -2.26, 43.55, -2.90, -4.84, 53.55, -2.90, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 12.73mA], Solar Cell 2: [Voltage: 2.86V, Current: 5.88mA]
(Timestamp: 730292) Temperature Readings: [-1.61, -1.94, 43.55, -2.90, -4.52, 53.55, -2.90, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 50.61mA], Solar Cell 2: [Voltage: 2.65V, Current: 5.22mA]
(Timestamp: 730798) Temperature Readings: [-1.61, -2.26, 43.55, -2.90, -4.84, 52.90, -2.90, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 65.30mA], Solar Cell 2: [Voltage: 2.09V, Current: 4.57mA]
(Timestamp: 731307) Temperature Readings: [-1.94, -2.26, 43.55, -2.58, -4.84, 53.55, -2.90, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 63.99mA], Solar Cell 2: [Voltage: 1.07V, Current: 95.34mA]
(Timestamp: 731816) Temperature Readings: [-1.61, -2.26, 43.55, -2.90, -4.84, 52.90, -2.90, 50.65], Solar Cell 1: [Voltage: 0.00V, Current: 52.24mA], Solar Cell 2: [Voltage: 1.94V, Current: 4.57mA]
(Timestamp: 732325) Temperature Readings: [-1.61, -2.26, 43.55, -2.90, -4.52, 52.90, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 22.53mA], Solar Cell 2: [Voltage: 2.28V, Current: 4.90mA]
(Timestamp: 732834) Temperature Readings: [-1.61, -2.26, 43.55, -2.90, -4.84, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 13.39mA], Solar Cell 2: [Voltage: 2.88V, Current: 5.88mA]
(Timestamp: 733344) Temperature Readings: [-1.94, -2.26, 43.55, -2.90, -4.84, 53.55, -2.90, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 12.08mA], Solar Cell 2: [Voltage: 2.58V, Current: 5.22mA]
(Timestamp: 733854) Temperature Readings: [-1.94, -2.26, 43.87, -2.90, -4.84, 53.55, -2.90, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 3.08V, Current: 6.20mA]
(Timestamp: 734365) Temperature Readings: [-1.94, -2.26, 43.87, -2.90, -4.52, 53.55, -3.23, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 12.73mA], Solar Cell 2: [Voltage: 3.25V, Current: 6.53mA]
(Timestamp: 734876) Temperature Readings: [-1.61, -2.26, 43.87, -2.90, -4.84, 53.55, -2.90, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 3.26V, Current: 6.53mA]
(Timestamp: 735382) Temperature Readings: [-1.61, -2.26, 43.55, -2.90, -4.84, 53.55, -2.90, 52.26], Solar Cell 1: [Voltage: 0.01V, Current: 12.08mA], Solar Cell 2: [Voltage: 3.32V, Current: 6.53mA]
(Timestamp: 735889) Temperature Readings: [-1.94, -2.26, 43.87, -3.23, -4.84, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 12.73mA], Solar Cell 2: [Voltage: 3.23V, Current: 6.20mA]
(Timestamp: 736395) Temperature Readings: [-1.94, -2.26, 43.87, -2.90, -5.16, 53.55, -2.90, 51.29], Solar Cell 1: [Voltage: 0.00V, Current: 13.06mA], Solar Cell 2: [Voltage: 2.33V, Current: 4.90mA]
(Timestamp: 736903) Temperature Readings: [-1.94, -2.58, 43.87, -3.23, -5.16, 53.55, -3.23, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 11.10mA], Solar Cell 2: [Voltage: 1.78V, Current: 4.24mA]
(Timestamp: 737411) Temperature Readings: [-1.94, -2.58, 43.55, -3.23, -5.16, 53.55, -3.23, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 25.47mA], Solar Cell 2: [Voltage: 0.78V, Current: 59.42mA]
(Timestamp: 737920) Temperature Readings: [-1.94, -2.58, 43.55, -3.23, -5.16, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 60.08mA], Solar Cell 2: [Voltage: 2.02V, Current: 4.57mA]
(Timestamp: 738429) Temperature Readings: [-1.94, -2.58, 43.87, -3.23, -5.48, 53.55, -3.23, 52.26], Solar Cell 1: [Voltage: 0.00V, Current: 60.73mA], Solar Cell 2: [Voltage: 2.87V, Current: 5.88mA]
(Timestamp: 738939) Temperature Readings: [-1.94, -2.58, 43.55, -3.23, -5.48, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 57.46mA], Solar Cell 2: [Voltage: 3.16V, Current: 6.53mA]
(Timestamp: 739449) Temperature Readings: [-2.26, -2.26, 43.87, -3.23, -5.16, 53.55, -3.23, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 33.63mA], Solar Cell 2: [Voltage: 3.45V, Current: 6.86mA]
(Timestamp: 739959) Temperature Readings: [-1.94, -2.58, 43.87, -3.23, -5.16, 53.55, -3.23, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 24.16mA], Solar Cell 2: [Voltage: 3.46V, Current: 6.53mA]
(Timestamp: 740469) Temperature Readings: [-1.94, -2.58, 43.55, -3.23, -5.16, 53.55, -3.23, 51.61], Solar Cell 1: [Voltage: 0.00V, Current: 15.67mA], Solar Cell 2: [Voltage: 3.36V, Current: 6.53mA]
(Timestamp: 740980) Temperature Readings: [-1.94, -2.90, 43.55, -3.55, -5.48, 53.87, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 14.04mA], Solar Cell 2: [Voltage: 3.23V, Current: 6.20mA]
(Timestamp: 741487) Temperature Readings: [-1.94, -2.58, 43.87, -3.23, -5.48, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 15.35mA], Solar Cell 2: [Voltage: 2.75V, Current: 5.55mA]
(Timestamp: 741993) Temperature Readings: [-1.94, -2.90, 43.87, -3.23, -5.48, 54.19, -3.23, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 15.35mA], Solar Cell 2: [Voltage: 1.06V, Current: 95.66mA]
(Timestamp: 742499) Temperature Readings: [-1.94, -2.58, 44.19, -3.55, -5.48, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.01V, Current: 14.37mA], Solar Cell 2: [Voltage: 0.75V, Current: 54.20mA]
(Timestamp: 743008) Temperature Readings: [-1.94, -2.58, 43.55, -3.23, -5.48, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 0.68V, Current: 43.42mA]
(Timestamp: 743517) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.81, 53.87, -3.23, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 13.06mA], Solar Cell 2: [Voltage: 1.21V, Current: 111.34mA]
(Timestamp: 744026) Temperature Readings: [-1.94, -2.58, 43.87, -3.23, -5.81, 53.55, -3.23, 51.29], Solar Cell 1: [Voltage: 0.00V, Current: 22.20mA], Solar Cell 2: [Voltage: 1.75V, Current: 4.24mA]
(Timestamp: 744534) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.48, 53.55, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 24.49mA], Solar Cell 2: [Voltage: 1.79V, Current: 4.24mA]
(Timestamp: 745045) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.48, 54.19, -3.23, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 46.36mA], Solar Cell 2: [Voltage: 1.45V, Current: 30.69mA]
(Timestamp: 745555) Temperature Readings: [-2.26, -2.90, 43.87, -3.55, -5.48, 53.87, -3.23, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 62.36mA], Solar Cell 2: [Voltage: 1.69V, Current: 4.24mA]
(Timestamp: 746065) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.48, 54.19, -3.23, 52.26], Solar Cell 1: [Voltage: 0.00V, Current: 62.36mA], Solar Cell 2: [Voltage: 2.77V, Current: 5.55mA]
(Timestamp: 746578) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.48, 54.19, -3.23, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 53.55mA], Solar Cell 2: [Voltage: 3.18V, Current: 6.20mA]
(Timestamp: 747085) Temperature Readings: [-1.94, -2.90, 43.87, -3.55, -5.48, 54.19, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 33.96mA], Solar Cell 2: [Voltage: 3.46V, Current: 6.86mA]
(Timestamp: 747591) Temperature Readings: [-1.94, -2.58, 43.87, -3.55, -5.16, 54.19, -3.23, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 42.44mA], Solar Cell 2: [Voltage: 3.45V, Current: 6.86mA]
(Timestamp: 748097) Temperature Readings: [-2.26, -2.90, 43.87, -3.55, -5.16, 54.19, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 63.34mA], Solar Cell 2: [Voltage: 2.93V, Current: 6.20mA]
(Timestamp: 748604) Temperature Readings: [-2.26, -2.90, 43.87, -3.55, -5.16, 54.84, -3.23, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 65.63mA], Solar Cell 2: [Voltage: 1.08V, Current: 96.32mA]
(Timestamp: 749113) Temperature Readings: [-1.94, -2.90, 44.19, -3.55, -5.16, 54.19, -3.55, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 46.69mA], Solar Cell 2: [Voltage: 0.70V, Current: 47.34mA]
(Timestamp: 749621) Temperature Readings: [-1.94, -2.90, 43.87, -3.55, -5.16, 54.19, -3.55, 51.94], Solar Cell 1: [Voltage: 0.01V, Current: 13.71mA], Solar Cell 2: [Voltage: 0.68V, Current: 44.40mA]
(Timestamp: 750130) Temperature Readings: [-2.26, -2.90, 43.87, -3.55, -5.16, 54.19, -3.55, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 14.04mA], Solar Cell 2: [Voltage: 0.90V, Current: 74.77mA]
(Timestamp: 750639) Temperature Readings: [-2.26, -2.90, 43.87, -3.55, -5.16, 54.19, -3.55, 51.94], Solar Cell 1: [Voltage: 0.00V, Current: 14.37mA], Solar Cell 2: [Voltage: 1.98V, Current: 4.90mA]
(Timestamp: 751149) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.16, 54.19, -3.23, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 12.73mA], Solar Cell 2: [Voltage: 3.19V, Current: 6.53mA]
(Timestamp: 751659) Temperature Readings: [-2.26, -2.90, 44.19, -3.55, -5.16, 54.84, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 10.77mA], Solar Cell 2: [Voltage: 3.45V, Current: 6.86mA]
(Timestamp: 752169) Temperature Readings: [-2.26, -2.90, 44.19, -3.55, -5.16, 54.52, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 13.39mA], Solar Cell 2: [Voltage: 3.57V, Current: 6.86mA]
(Timestamp: 752680) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.16, 54.84, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 18.61mA], Solar Cell 2: [Voltage: 3.57V, Current: 6.86mA]
(Timestamp: 753187) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.48, 54.84, -3.55, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 28.08mA], Solar Cell 2: [Voltage: 3.50V, Current: 6.86mA]
(Timestamp: 753693) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.16, 54.52, -3.87, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 46.36mA], Solar Cell 2: [Voltage: 3.46V, Current: 6.86mA]
(Timestamp: 754199) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.16, 54.52, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 57.14mA], Solar Cell 2: [Voltage: 3.25V, Current: 6.53mA]
(Timestamp: 754707) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.16, 54.52, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 54.20mA], Solar Cell 2: [Voltage: 3.12V, Current: 6.20mA]
(Timestamp: 755216) Temperature Readings: [-2.58, -3.23, 44.19, -3.55, -5.48, 54.19, -3.55, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 22.53mA], Solar Cell 2: [Voltage: 2.90V, Current: 5.88mA]
(Timestamp: 755725) Temperature Readings: [-2.26, -2.90, 44.19, -3.87, -5.48, 54.52, -3.87, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 15.02mA], Solar Cell 2: [Voltage: 2.60V, Current: 5.55mA]
(Timestamp: 756233) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.48, 54.84, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 15.02mA], Solar Cell 2: [Voltage: 2.50V, Current: 5.55mA]
(Timestamp: 756743) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.16, 54.84, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 15.02mA], Solar Cell 2: [Voltage: 2.55V, Current: 5.55mA]
(Timestamp: 757253) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.48, 54.84, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 14.69mA], Solar Cell 2: [Voltage: 2.73V, Current: 5.88mA]
(Timestamp: 757763) Temperature Readings: [-2.26, -3.23, 44.19, -3.87, -5.81, 54.84, -3.87, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 13.06mA], Solar Cell 2: [Voltage: 2.50V, Current: 5.55mA]
(Timestamp: 758274) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.48, 54.84, -3.87, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 10.77mA], Solar Cell 2: [Voltage: 3.00V, Current: 6.20mA]
(Timestamp: 758785) Temperature Readings: [-2.26, -3.23, 44.52, -3.87, -5.81, 55.16, -3.87, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 10.45mA], Solar Cell 2: [Voltage: 3.50V, Current: 6.86mA]
(Timestamp: 759291) Temperature Readings: [-2.26, -3.23, 44.52, -4.19, -5.81, 55.48, -3.87, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 3.54V, Current: 6.86mA]
(Timestamp: 759797) Temperature Readings: [-2.58, -3.23, 44.52, -3.87, -5.81, 56.13, -3.87, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 21.55mA], Solar Cell 2: [Voltage: 3.63V, Current: 7.18mA]
(Timestamp: 760304) Temperature Readings: [-2.26, -3.55, 44.19, -4.19, -5.81, 55.48, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 26.77mA], Solar Cell 2: [Voltage: 3.50V, Current: 6.86mA]
(Timestamp: 760811) Temperature Readings: [-2.58, -3.23, 44.52, -3.87, -5.81, 55.48, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 54.85mA], Solar Cell 2: [Voltage: 3.03V, Current: 6.20mA]
(Timestamp: 761320) Temperature Readings: [-2.26, -3.23, 44.52, -4.19, -5.48, 55.48, -3.87, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 63.01mA], Solar Cell 2: [Voltage: 1.96V, Current: 4.57mA]
(Timestamp: 761829) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -3.87, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 65.95mA], Solar Cell 2: [Voltage: 0.76V, Current: 55.18mA]
(Timestamp: 762338) Temperature Readings: [-2.90, -3.55, 44.52, -4.19, -5.81, 55.48, -3.87, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 65.63mA], Solar Cell 2: [Voltage: 0.65V, Current: 37.87mA]
(Timestamp: 762848) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.48, 55.16, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 48.00mA], Solar Cell 2: [Voltage: 0.68V, Current: 41.14mA]
(Timestamp: 763359) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 13.71mA], Solar Cell 2: [Voltage: 0.79V, Current: 59.42mA]
(Timestamp: 763869) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.48, 55.48, -3.87, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 2.61V, Current: 5.55mA]
(Timestamp: 764397) Temperature Readings: [-2.26, -3.55, 44.52, -4.19, -5.81, 55.16, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 13.71mA], Solar Cell 2: [Voltage: 3.61V, Current: 6.86mA]
(Timestamp: 764903) Temperature Readings: [-2.26, -3.55, 44.52, -4.52, -5.81, 55.48, -3.87, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 44.08mA], Solar Cell 2: [Voltage: 3.50V, Current: 6.86mA]
(Timestamp: 765409) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -4.19, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 60.73mA], Solar Cell 2: [Voltage: 2.52V, Current: 5.55mA]
(Timestamp: 765916) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 56.13, -4.19, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 58.44mA], Solar Cell 2: [Voltage: 1.79V, Current: 4.57mA]
(Timestamp: 766422) Temperature Readings: [-2.58, -3.55, 44.19, -4.19, -5.81, 55.48, -4.19, 52.90], Solar Cell 1: [Voltage: 0.00V, Current: 40.16mA], Solar Cell 2: [Voltage: 0.70V, Current: 45.38mA]
(Timestamp: 766931) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.01V, Current: 21.88mA], Solar Cell 2: [Voltage: 0.83V, Current: 64.97mA]
(Timestamp: 767440) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.48, 55.16, -4.19, 52.58], Solar Cell 1: [Voltage: 0.00V, Current: 13.71mA], Solar Cell 2: [Voltage: 1.59V, Current: 4.24mA]
(Timestamp: 767948) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.16, -3.87, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 2.37V, Current: 5.22mA]
(Timestamp: 768457) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -4.19, 53.87], Solar Cell 1: [Voltage: 0.00V, Current: 13.06mA], Solar Cell 2: [Voltage: 3.09V, Current: 6.20mA]
(Timestamp: 768967) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 12.73mA], Solar Cell 2: [Voltage: 3.54V, Current: 6.86mA]
(Timestamp: 769478) Temperature Readings: [-2.58, -3.87, 44.52, -4.19, -6.13, 55.81, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 13.71mA], Solar Cell 2: [Voltage: 3.61V, Current: 6.86mA]
(Timestamp: 769988) Temperature Readings: [-2.58, -3.87, 44.52, -4.19, -5.81, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 24.81mA], Solar Cell 2: [Voltage: 3.55V, Current: 6.86mA]
(Timestamp: 770501) Temperature Readings: [-2.58, -3.87, 44.52, -4.19, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 50.93mA], Solar Cell 2: [Voltage: 3.41V, Current: 6.53mA]
(Timestamp: 771007) Temperature Readings: [-2.58, -3.55, 44.52, -4.19, -5.81, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 62.36mA], Solar Cell 2: [Voltage: 3.07V, Current: 6.20mA]
(Timestamp: 771514) Temperature Readings: [-2.58, -3.87, 44.84, -4.52, -6.45, 55.48, -3.87, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 64.97mA], Solar Cell 2: [Voltage: 2.23V, Current: 5.22mA]
(Timestamp: 772020) Temperature Readings: [-2.58, -3.87, 44.84, -4.52, -6.13, 56.77, -4.19, 56.13], Solar Cell 1: [Voltage: 0.00V, Current: 59.10mA], Solar Cell 2: [Voltage: 1.33V, Current: 123.42mA]
(Timestamp: 772527) Temperature Readings: [-2.58, -3.87, 44.19, -4.52, -5.81, 55.81, -4.19, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 29.06mA], Solar Cell 2: [Voltage: 0.71V, Current: 47.02mA]
(Timestamp: 773035) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.13, 55.48, -4.19, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 22.85mA], Solar Cell 2: [Voltage: 0.61V, Current: 35.26mA]
(Timestamp: 773544) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 15.67mA], Solar Cell 2: [Voltage: 0.61V, Current: 35.26mA]
(Timestamp: 774053) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 14.37mA], Solar Cell 2: [Voltage: 0.62V, Current: 35.91mA]
(Timestamp: 774562) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 14.04mA], Solar Cell 2: [Voltage: 0.62V, Current: 36.24mA]
(Timestamp: 775072) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.13, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 19.59mA], Solar Cell 2: [Voltage: 0.59V, Current: 34.61mA]
(Timestamp: 775582) Temperature Readings: [-2.90, -3.87, 44.84, -4.52, -6.13, 55.16, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 24.16mA], Solar Cell 2: [Voltage: 0.61V, Current: 35.26mA]
(Timestamp: 776093) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.13, 55.48, -4.84, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 57.14mA], Solar Cell 2: [Voltage: 0.60V, Current: 34.94mA]
(Timestamp: 776604) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.45, 55.48, -4.19, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 64.97mA], Solar Cell 2: [Voltage: 0.60V, Current: 35.26mA]
(Timestamp: 777110) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.45, 55.48, -4.52, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 67.26mA], Solar Cell 2: [Voltage: 1.67V, Current: 4.24mA]
(Timestamp: 777617) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.45, 56.13, -4.19, 53.87], Solar Cell 1: [Voltage: 0.00V, Current: 63.99mA], Solar Cell 2: [Voltage: 2.74V, Current: 5.55mA]
(Timestamp: 778123) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.45, 56.45, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 52.24mA], Solar Cell 2: [Voltage: 3.20V, Current: 6.53mA]
(Timestamp: 778631) Temperature Readings: [-2.90, -3.87, 44.52, -4.52, -6.45, 56.45, -4.52, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 21.22mA], Solar Cell 2: [Voltage: 3.55V, Current: 6.86mA]
(Timestamp: 779140) Temperature Readings: [-2.58, -3.87, 44.52, -4.52, -6.45, 56.45, -4.52, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 12.08mA], Solar Cell 2: [Voltage: 3.54V, Current: 6.86mA]
(Timestamp: 779648) Temperature Readings: [-2.58, -3.87, 44.52, -4.84, -6.45, 56.13, -4.52, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 13.71mA], Solar Cell 2: [Voltage: 2.89V, Current: 5.88mA]
(Timestamp: 780157) Temperature Readings: [-2.90, -3.87, 44.52, -4.84, -6.77, 55.48, -4.52, 53.23], Solar Cell 1: [Voltage: 0.00V, Current: 15.35mA], Solar Cell 2: [Voltage: 1.60V, Current: 4.24mA]
(Timestamp: 780667) Temperature Readings: [-2.90, -3.87, 44.84, -4.84, -6.77, 55.81, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 59.42mA], Solar Cell 2: [Voltage: 0.66V, Current: 38.85mA]
(Timestamp: 781177) Temperature Readings: [-3.23, -4.19, 44.52, -4.84, -6.77, 55.16, -4.52, 54.84], Solar Cell 1: [Voltage: 0.00V, Current: 66.93mA], Solar Cell 2: [Voltage: 0.88V, Current: 71.83mA]
(Timestamp: 781687) Temperature Readings: [-2.90, -3.87, 44.84, -4.84, -6.77, 55.48, -4.52, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 67.91mA], Solar Cell 2: [Voltage: 0.55V, Current: 32.65mA]
(Timestamp: 782197) Temperature Readings: [-2.90, -4.19, 44.52, -4.84, -6.77, 55.48, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 68.24mA], Solar Cell 2: [Voltage: 0.59V, Current: 34.28mA]
(Timestamp: 782708) Temperature Readings: [-2.90, -3.55, 44.84, -4.84, -6.77, 55.48, -4.52, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 67.59mA], Solar Cell 2: [Voltage: 2.07V, Current: 4.57mA]
(Timestamp: 783215) Temperature Readings: [-3.23, -4.19, 44.84, -4.84, -6.77, 55.48, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 61.71mA], Solar Cell 2: [Voltage: 2.97V, Current: 5.88mA]
(Timestamp: 783721) Temperature Readings: [-3.23, -3.87, 44.52, -4.84, -6.77, 55.48, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 25.79mA], Solar Cell 2: [Voltage: 3.49V, Current: 6.86mA]
(Timestamp: 784227) Temperature Readings: [-2.90, -4.19, 44.52, -5.16, -6.77, 55.48, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 20.24mA], Solar Cell 2: [Voltage: 3.61V, Current: 6.86mA]
(Timestamp: 784736) Temperature Readings: [-3.23, -3.87, 44.52, -5.16, -6.77, 55.81, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 13.06mA], Solar Cell 2: [Voltage: 3.58V, Current: 7.18mA]
(Timestamp: 785245) Temperature Readings: [-2.90, -4.19, 44.84, -5.16, -6.77, 55.81, -4.52, 53.87], Solar Cell 1: [Voltage: 0.00V, Current: 12.41mA], Solar Cell 2: [Voltage: 3.16V, Current: 6.53mA]
(Timestamp: 785754) Temperature Readings: [-2.90, -4.19, 44.84, -5.16, -6.77, 55.48, -4.52, 53.55], Solar Cell 1: [Voltage: 0.00V, Current: 12.08mA], Solar Cell 2: [Voltage: 2.34V, Current: 5.22mA]
(Timestamp: 786263) Temperature Readings: [-2.90, -3.87, 44.84, -5.16, -6.77, 55.81, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 12.08mA], Solar Cell 2: [Voltage: 0.76V, Current: 54.85mA]
(Timestamp: 786773) Temperature Readings: [-3.23, -4.19, 44.84, -5.16, -7.10, 55.48, -4.52, 54.19], Solar Cell 1: [Voltage: 0.00V, Current: 24.16mA], Solar Cell 2: [Voltage: 0.68V, Current: 41.14mA]
